month,ea,symbol,category,signals,accepted,rejected,wins,losses,win_rate_pct,profit_factor,gross_profit,commission,swap,net_profit,return_pct,stress_profit,stressed_return_pct,exec_net_profit,swing_exec_return_pct,exec_stress_profit,swing_exec_stressed_return_pct
2024-09,XAU Trend Progression,XAUUSD,regular,2,2,0,2,0,100.0,,1359.97,-2.53,0.0,1357.43,1.357,1201.69,1.202,1357.43,1.357,1201.69,1.202
2024-10,XAU Trend Progression,XAUUSD,regular,2,2,0,2,0,100.0,,46.37,-2.84,0.0,43.53,0.044,19.18,0.019,43.53,0.044,19.18,0.019
2024-11,XAU Trend Progression,XAUUSD,regular,1,1,0,0,1,0.0,0.0,-448.92,-0.81,0.0,-449.73,-0.45,-504.7,-0.505,-449.73,-0.45,-504.7,-0.505
2024-12,XAU Trend Progression,XAUUSD,regular,2,2,0,0,2,0.0,0.0,-939.83,-2.91,0.0,-942.74,-0.943,-1057.02,-1.057,-942.74,-0.943,-1057.02,-1.057
2025-01,XAU Trend Progression,XAUUSD,regular,6,6,0,4,2,66.67,4.15,3034.57,-12.22,0.0,3022.36,3.022,2468.13,2.468,3022.36,3.022,2468.13,2.468
2025-02,XAU Trend Progression,XAUUSD,regular,3,3,0,3,0,100.0,,67.28,-2.96,0.0,64.32,0.064,27.89,0.028,64.32,0.064,27.89,0.028
2025-03,XAU Trend Progression,XAUUSD,regular,4,4,0,2,2,50.0,2.9,1741.73,-5.13,0.0,1736.6,1.737,1340.54,1.341,1736.6,1.737,1340.54,1.341
2025-04,XAU Trend Progression,XAUUSD,regular,4,4,0,2,2,50.0,0.05,-820.1,-3.85,0.0,-823.96,-0.824,-955.36,-0.955,-823.96,-0.824,-955.36,-0.955
2025-05,XAU Trend Progression,XAUUSD,regular,2,2,0,1,1,50.0,0.08,-236.6,-1.2,0.0,-237.8,-0.238,-285.74,-0.286,-237.8,-0.238,-285.74,-0.286
2025-06,XAU Trend Progression,XAUUSD,regular,1,1,0,1,0,100.0,,24.8,-0.39,0.0,24.41,0.024,11.97,0.012,24.41,0.024,11.97,0.012
2025-07,XAU Trend Progression,XAUUSD,regular,3,3,0,2,1,66.67,3.14,1004.44,-6.63,0.0,997.81,0.998,774.62,0.775,997.81,0.998,774.62,0.775
2025-08,XAU Trend Progression,XAUUSD,regular,2,2,0,1,1,50.0,3.25,975.37,-1.73,0.0,973.64,0.974,769.71,0.77,973.64,0.974,769.71,0.77
2025-09,XAU Trend Progression,XAUUSD,regular,4,4,0,2,2,50.0,1.27,248.28,-3.4,0.0,244.88,0.245,-4.41,-0.004,244.88,0.245,-4.41,-0.004
2025-10,XAU Trend Progression,XAUUSD,regular,3,3,0,3,0,100.0,,2749.96,-1.32,0.0,2748.64,2.749,2443.78,2.444,2748.64,2.749,2443.78,2.444
2025-11,XAU Trend Progression,XAUUSD,regular,0,0,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12,XAU Trend Progression,XAUUSD,regular,2,2,0,2,0,100.0,,2156.38,-0.88,0.0,2155.49,2.155,1919.94,1.92,2155.49,2.155,1919.94,1.92
2026-01,XAU Trend Progression,XAUUSD,regular,3,3,0,1,2,33.33,1.45,433.13,-1.86,0.0,431.27,0.431,168.53,0.169,431.27,0.431,168.53,0.169
2026-02,XAU Trend Progression,XAUUSD,regular,2,2,0,2,0,100.0,,2349.84,-0.66,0.0,2349.18,2.349,2094.26,2.094,2349.18,2.349,2094.26,2.094
2026-03,XAU Trend Progression,XAUUSD,regular,1,1,0,0,1,0.0,0.0,-439.75,-0.32,0.0,-440.06,-0.44,-494.07,-0.494,-440.06,-0.44,-494.07,-0.494
2026-04,XAU Trend Progression,XAUUSD,regular,2,2,0,2,0,100.0,,39.53,-0.5,0.0,39.03,0.039,15.13,0.015,39.03,0.039,15.13,0.015
2026-05,XAU Trend Progression,XAUUSD,regular,2,2,0,1,1,50.0,2.97,860.24,-1.76,0.0,858.48,0.858,665.65,0.666,858.48,0.858,665.65,0.666
2026-06,XAU Trend Progression,XAUUSD,regular,0,0,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-07,XAU Trend Progression,XAUUSD,regular,1,1,0,0,1,0.0,0.0,-493.29,-0.63,0.0,-493.92,-0.494,-553.31,-0.553,-493.92,-0.494,-553.31,-0.553
2026-08,XAU Trend Progression,XAUUSD,regular,5,5,0,2,3,40.0,1.0,-1.33,-2.91,0.0,-4.25,-0.004,-309.35,-0.309,-4.25,-0.004,-309.35,-0.309
2023-09,USDJPY London Momentum,USDJPY,regular,12,12,0,6,6,50.0,1.1,249.81,-55.8,0.0,200.72,0.201,-359.99,-0.36,200.72,0.201,-359.99,-0.36
2023-10,USDJPY London Momentum,USDJPY,regular,12,12,0,5,7,41.67,0.92,-105.59,-80.05,0.0,-185.63,-0.186,-743.28,-0.743,-185.63,-0.186,-743.28,-0.743
2023-11,USDJPY London Momentum,USDJPY,regular,14,14,0,5,9,35.71,1.25,629.73,-66.01,0.0,563.72,0.564,-77.2,-0.077,563.72,0.564,-77.2,-0.077
2023-12,USDJPY London Momentum,USDJPY,regular,11,11,0,4,7,36.36,0.97,-17.51,-27.42,0.0,-41.46,-0.041,-393.45,-0.393,-41.46,-0.041,-393.45,-0.393
2024-01,USDJPY London Momentum,USDJPY,regular,10,10,0,9,1,90.0,237.04,5060.98,-31.14,0.0,5029.84,5.03,4422.59,4.423,5029.84,5.03,4422.59,4.423
2024-02,USDJPY London Momentum,USDJPY,regular,10,10,0,6,4,60.0,2.66,1969.23,-51.28,0.0,1922.22,1.922,1398.22,1.398,1922.22,1.922,1398.22,1.398
2024-03,USDJPY London Momentum,USDJPY,regular,9,9,0,2,7,22.22,0.49,-1031.73,-33.11,0.0,-1064.85,-1.065,-1463.66,-1.464,-1064.85,-1.065,-1463.66,-1.464
2024-04,USDJPY London Momentum,USDJPY,regular,10,10,0,5,5,50.0,4.1,3379.32,-63.91,0.0,3320.67,3.321,2674.34,2.674,3320.67,3.321,2674.34,2.674
2024-05,USDJPY London Momentum,USDJPY,regular,13,13,0,6,7,46.15,1.06,213.6,-61.57,0.0,152.02,0.152,-489.07,-0.489,152.02,0.152,-489.07,-0.489
2024-06,USDJPY London Momentum,USDJPY,regular,11,11,0,8,3,72.73,4.99,4864.69,-52.13,0.0,4812.56,4.813,3979.87,3.98,4812.56,4.813,3979.87,3.98
2024-07,USDJPY London Momentum,USDJPY,regular,11,11,0,8,3,72.73,7.54,6524.24,-36.81,0.0,6487.43,6.487,5530.36,5.53,6487.43,6.487,5530.36,5.53
2024-08,USDJPY London Momentum,USDJPY,regular,13,13,0,4,9,30.77,1.21,581.06,-29.43,0.0,555.65,0.556,-151.29,-0.151,555.65,0.556,-151.29,-0.151
2024-09,USDJPY London Momentum,USDJPY,regular,10,10,0,6,4,60.0,0.91,-78.46,-17.99,0.0,-96.45,-0.096,-409.61,-0.41,-96.45,-0.096,-409.61,-0.41
2024-10,USDJPY London Momentum,USDJPY,regular,14,14,0,8,6,57.14,4.18,3650.14,-41.19,0.0,3611.89,3.612,2883.37,2.883,3611.89,3.612,2883.37,2.883
2024-11,USDJPY London Momentum,USDJPY,regular,12,12,0,5,7,41.67,0.56,-657.83,-29.87,0.0,-687.7,-0.688,-1049.24,-1.049,-687.7,-0.688,-1049.24,-1.049
2024-12,USDJPY London Momentum,USDJPY,regular,9,9,0,4,5,44.44,0.5,-779.48,-27.53,0.0,-804.83,-0.805,-1134.72,-1.135,-804.83,-0.805,-1134.72,-1.135
2025-01,USDJPY London Momentum,USDJPY,regular,12,12,0,8,4,66.67,0.91,-115.5,-36.38,0.0,-151.88,-0.152,-586.6,-0.587,-151.88,-0.152,-586.6,-0.587
2025-02,USDJPY London Momentum,USDJPY,regular,11,11,0,5,6,45.45,0.8,-446.26,-29.29,0.0,-475.55,-0.476,-1017.01,-1.017,-475.55,-0.476,-1017.01,-1.017
2025-03,USDJPY London Momentum,USDJPY,regular,12,12,0,3,9,25.0,0.21,-1336.22,-31.13,0.0,-1364.11,-1.364,-1694.65,-1.695,-1364.11,-1.364,-1694.65,-1.695
2025-04,USDJPY London Momentum,USDJPY,regular,12,12,0,3,9,25.0,0.46,-1386.69,-23.61,0.0,-1410.31,-1.41,-1909.95,-1.91,-1410.31,-1.41,-1909.95,-1.91
2025-05,USDJPY London Momentum,USDJPY,regular,14,14,0,8,6,57.14,1.58,1204.37,-33.45,0.0,1170.92,1.171,510.04,0.51,1170.92,1.171,510.04,0.51
2025-06,USDJPY London Momentum,USDJPY,regular,9,9,0,3,6,33.33,0.39,-1172.81,-25.17,0.0,-1197.98,-1.198,-1563.41,-1.563,-1197.98,-1.198,-1563.41,-1.563
2025-07,USDJPY London Momentum,USDJPY,regular,14,14,0,9,5,64.29,1.51,1150.26,-42.32,0.0,1107.94,1.108,418.38,0.418,1107.94,1.108,418.38,0.418
2025-08,USDJPY London Momentum,USDJPY,regular,11,11,0,7,4,63.64,2.24,2515.53,-41.38,0.0,2474.15,2.474,1717.17,1.717,2474.15,2.474,1717.17,1.717
2025-09,USDJPY London Momentum,USDJPY,regular,11,11,0,4,7,36.36,1.88,1728.26,-47.0,0.0,1685.07,1.685,1021.65,1.022,1685.07,1.685,1021.65,1.022
2025-10,USDJPY London Momentum,USDJPY,regular,15,15,0,6,9,40.0,0.59,-719.25,-43.62,0.0,-759.13,-0.759,-1206.91,-1.207,-759.13,-0.759,-1206.91,-1.207
2025-11,USDJPY London Momentum,USDJPY,regular,12,12,0,4,8,33.33,0.85,-274.02,-43.62,0.0,-317.63,-0.318,-832.83,-0.833,-317.63,-0.318,-832.83,-0.833
2025-12,USDJPY London Momentum,USDJPY,regular,10,10,0,7,3,70.0,4.45,1611.45,-39.41,0.0,1572.04,1.572,1223.68,1.224,1572.04,1.572,1223.68,1.224
2026-01,USDJPY London Momentum,USDJPY,regular,9,9,0,6,3,66.67,2.09,809.85,-32.49,0.0,777.35,0.777,466.35,0.466,777.35,0.777,466.35,0.466
2026-02,USDJPY London Momentum,USDJPY,regular,12,12,0,4,8,33.33,0.61,-437.25,-37.04,0.0,-466.35,-0.466,-777.67,-0.778,-466.35,-0.466,-777.67,-0.778
2026-03,USDJPY London Momentum,USDJPY,regular,11,11,0,5,6,45.45,2.09,1506.22,-43.04,0.0,1469.56,1.47,941.94,0.942,1469.56,1.47,941.94,0.942
2026-04,USDJPY London Momentum,USDJPY,regular,12,12,0,7,5,58.33,4.52,5280.67,-64.02,0.0,5216.65,5.217,4278.42,4.278,5216.65,5.217,4278.42,4.278
2026-05,USDJPY London Momentum,USDJPY,regular,9,9,0,2,7,22.22,0.04,-1202.44,-56.85,0.0,-1252.39,-1.252,-1478.07,-1.478,-1252.39,-1.252,-1478.07,-1.478
2026-06,USDJPY London Momentum,USDJPY,regular,10,10,0,1,9,10.0,0.11,-2032.95,-98.35,0.0,-2117.54,-2.118,-2483.3,-2.483,-2117.54,-2.118,-2483.3,-2.483
2026-07,USDJPY London Momentum,USDJPY,regular,13,13,0,6,7,46.15,0.62,-629.51,-67.68,0.0,-687.43,-0.687,-1111.4,-1.111,-687.43,-0.687,-1111.4,-1.111
2026-08,USDJPY London Momentum,USDJPY,regular,11,11,0,6,5,54.55,1.94,1246.36,-66.87,0.0,1183.94,1.184,702.78,0.703,1183.94,1.184,702.78,0.703
2023-09,US100 ORB NY M30,USTEC,regular,2,2,0,1,1,50.0,6.97,669.73,-11.18,0.0,658.55,0.659,550.63,0.551,658.55,0.659,550.63,0.551
2023-10,US100 ORB NY M30,USTEC,regular,0,0,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11,US100 ORB NY M30,USTEC,regular,2,2,0,0,2,0.0,0.0,-674.28,-15.57,0.0,-689.85,-0.69,-778.83,-0.779,-689.85,-0.69,-778.83,-0.779
2023-12,US100 ORB NY M30,USTEC,regular,0,0,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01,US100 ORB NY M30,USTEC,regular,1,1,0,1,0,100.0,,2004.8,-9.06,0.0,1995.75,1.996,1786.17,1.786,1995.75,1.996,1786.17,1.786
2024-02,US100 ORB NY M30,USTEC,regular,0,0,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03,US100 ORB NY M30,USTEC,regular,1,1,0,1,0,100.0,,893.99,-4.96,0.0,889.04,0.889,790.13,0.79,889.04,0.889,790.13,0.79
2024-04,US100 ORB NY M30,USTEC,regular,5,5,0,1,4,20.0,0.58,-675.47,-25.1,0.0,-700.57,-0.701,-1011.05,-1.011,-700.57,-0.701,-1011.05,-1.011
2024-05,US100 ORB NY M30,USTEC,regular,3,3,0,2,1,66.67,17.81,1739.45,-18.07,0.0,1721.38,1.721,1498.75,1.499,1721.38,1.721,1498.75,1.499
2024-06,US100 ORB NY M30,USTEC,regular,0,0,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07,US100 ORB NY M30,USTEC,regular,0,0,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-08,US100 ORB NY M30,USTEC,regular,1,1,0,0,1,0.0,0.0,-499.4,-3.38,0.0,-502.78,-0.503,-563.06,-0.563,-502.78,-0.503,-563.06,-0.563
2024-09,US100 ORB NY M30,USTEC,regular,4,4,0,1,3,25.0,1.32,497.46,-15.87,0.0,481.59,0.482,91.1,0.091,481.59,0.482,91.1,0.091
2024-10,US100 ORB NY M30,USTEC,regular,1,1,0,1,0,100.0,,217.89,-4.69,0.0,213.2,0.213,181.88,0.182,213.2,0.213,181.88,0.182
2024-11,US100 ORB NY M30,USTEC,regular,1,1,0,1,0,100.0,,757.28,-3.19,0.0,754.09,0.754,668.68,0.669,754.09,0.754,668.68,0.669
2024-12,US100 ORB NY M30,USTEC,regular,0,0,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01,US100 ORB NY M30,USTEC,regular,3,3,0,1,2,33.33,0.32,-669.72,-11.12,0.0,-680.84,-0.681,-843.5,-0.844,-680.84,-0.681,-843.5,-0.844
2025-02,US100 ORB NY M30,USTEC,regular,1,1,0,1,0,100.0,,226.13,-6.37,0.0,219.75,0.22,187.78,0.188,219.75,0.22,187.78,0.188
2025-03,US100 ORB NY M30,USTEC,regular,2,2,0,1,1,50.0,31.94,1102.29,-5.43,0.0,1096.87,1.097,960.09,0.96,1096.87,1.097,960.09,0.96
2025-04,US100 ORB NY M30,USTEC,regular,4,4,0,3,1,75.0,8.68,3815.65,-9.88,0.0,3805.77,3.806,3286.06,3.286,3805.77,3.806,3286.06,3.286
2025-05,US100 ORB NY M30,USTEC,regular,2,2,0,1,1,50.0,0.1,-445.51,-5.95,0.0,-451.46,-0.451,-526.95,-0.527,-451.46,-0.451,-526.95,-0.527
2025-06,US100 ORB NY M30,USTEC,regular,2,2,0,2,0,100.0,,1584.89,-10.55,0.0,1574.34,1.574,1396.91,1.397,1574.34,1.574,1396.91,1.397
2025-07,US100 ORB NY M30,USTEC,regular,0,0,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08,US100 ORB NY M30,USTEC,regular,1,1,0,1,0,100.0,,1014.54,-4.45,0.0,1010.09,1.01,899.08,0.899,1010.09,1.01,899.08,0.899
2025-09,US100 ORB NY M30,USTEC,regular,2,2,0,1,1,50.0,0.84,-69.42,-10.51,0.0,-79.92,-0.08,-191.59,-0.192,-79.92,-0.08,-191.59,-0.192
2025-10,US100 ORB NY M30,USTEC,regular,4,4,0,4,0,100.0,,3501.9,-13.56,0.0,3488.34,3.488,3099.5,3.1,3488.34,3.488,3099.5,3.1
2025-11,US100 ORB NY M30,USTEC,regular,2,2,0,1,1,50.0,2.39,706.47,-7.86,0.0,698.61,0.699,508.05,0.508,698.61,0.699,508.05,0.508
2025-12,US100 ORB NY M30,USTEC,regular,3,3,0,0,3,0.0,0.0,-1493.96,-10.09,0.0,-1504.05,-1.504,-1684.46,-1.684,-1504.05,-1.504,-1684.46,-1.684
2026-01,US100 ORB NY M30,USTEC,regular,2,2,0,1,1,50.0,2.44,732.42,-8.69,0.0,723.74,0.724,530.68,0.531,723.74,0.724,530.68,0.531
2026-02,US100 ORB NY M30,USTEC,regular,1,1,0,0,1,0.0,0.0,-207.97,-1.84,-52.72,-262.53,-0.263,-298.79,-0.299,-262.53,-0.263,-298.79,-0.299
2026-03,US100 ORB NY M30,USTEC,regular,3,3,0,1,2,33.33,1.99,995.78,-7.28,0.0,988.5,0.988,659.01,0.659,988.5,0.988,659.01,0.659
2026-04,US100 ORB NY M30,USTEC,regular,2,2,0,1,1,50.0,1.21,111.86,-6.91,0.0,104.95,0.105,-26.7,-0.027,104.95,0.105,-26.7,-0.027
2026-05,US100 ORB NY M30,USTEC,regular,3,3,0,1,2,33.33,0.76,-189.45,-9.59,0.0,-199.04,-0.199,-374.75,-0.375,-199.04,-0.199,-374.75,-0.375
2026-06,US100 ORB NY M30,USTEC,regular,2,2,0,1,1,50.0,0.56,-217.83,-3.59,0.0,-221.42,-0.221,-319.04,-0.319,-221.42,-0.221,-319.04,-0.319
2026-07,US100 ORB NY M30,USTEC,regular,1,1,0,1,0,100.0,,552.96,-2.35,0.0,550.61,0.551,485.55,0.486,550.61,0.551,485.55,0.486
2026-08,US100 ORB NY M30,USTEC,regular,2,2,0,1,1,50.0,1.97,492.58,-5.77,0.0,486.81,0.487,317.72,0.318,486.81,0.487,317.72,0.318
2023-09,US100 H1 ORB,USTEC,regular,3,3,0,2,1,66.67,3.45,1244.68,-12.1,0.0,1232.58,1.233,978.86,0.979,1232.58,1.233,978.86,0.979
2023-10,US100 H1 ORB,USTEC,regular,5,5,0,2,3,40.0,0.76,-346.93,-16.82,0.0,-363.76,-0.364,-680.72,-0.681,-363.76,-0.364,-680.72,-0.681
2023-11,US100 H1 ORB,USTEC,regular,3,3,0,1,2,33.33,0.84,-143.83,-14.82,0.0,-158.65,-0.159,-375.44,-0.375,-158.65,-0.159,-375.44,-0.375
2023-12,US100 H1 ORB,USTEC,regular,3,3,0,2,1,66.67,4.11,1588.51,-18.74,0.0,1569.77,1.57,1281.74,1.282,1569.77,1.57,1281.74,1.282
2024-01,US100 H1 ORB,USTEC,regular,6,6,0,2,4,33.33,1.75,1543.06,-30.82,0.0,1512.23,1.512,896.47,0.896,1512.23,1.512,896.47,0.896
2024-02,US100 H1 ORB,USTEC,regular,6,6,0,2,4,33.33,0.66,-515.78,-34.96,0.0,-550.74,-0.551,-876.16,-0.876,-550.74,-0.551,-876.16,-0.876
2024-03,US100 H1 ORB,USTEC,regular,3,3,0,2,1,66.67,4.87,1978.09,-13.84,0.0,1964.25,1.964,1636.34,1.636,1964.25,1.964,1636.34,1.636
2024-04,US100 H1 ORB,USTEC,regular,4,4,0,3,1,75.0,4.1,1580.02,-11.96,0.0,1568.06,1.568,1270.03,1.27,1568.06,1.568,1270.03,1.27
2024-05,US100 H1 ORB,USTEC,regular,1,1,0,1,0,100.0,,748.14,-4.91,-139.67,603.55,0.604,533.2,0.533,603.55,0.604,533.2,0.533
2024-06,US100 H1 ORB,USTEC,regular,3,3,0,2,1,66.67,21.22,1577.92,-12.51,0.0,1565.4,1.565,1363.38,1.363,1565.4,1.565,1363.38,1.363
2024-07,US100 H1 ORB,USTEC,regular,1,1,0,1,0,100.0,,182.39,-5.13,0.0,177.26,0.177,149.53,0.15,177.26,0.177,149.53,0.15
2024-08,US100 H1 ORB,USTEC,regular,5,5,0,4,1,80.0,9.25,1346.51,-8.97,-145.81,1191.73,1.192,993.66,0.994,1191.73,1.192,993.66,0.994
2024-09,US100 H1 ORB,USTEC,regular,3,3,0,1,2,33.33,1.28,115.57,-5.57,0.0,110.0,0.11,-9.51,-0.01,110.0,0.11,-9.51,-0.01
2024-10,US100 H1 ORB,USTEC,regular,5,5,0,3,2,60.0,4.04,1549.57,-14.27,0.0,1535.3,1.535,1230.79,1.231,1535.3,1.535,1230.79,1.231
2024-11,US100 H1 ORB,USTEC,regular,8,8,0,5,3,62.5,4.99,6179.89,-36.44,-133.77,6009.69,6.01,5027.19,5.027,6009.69,6.01,5027.19,5.027
2024-12,US100 H1 ORB,USTEC,regular,4,4,0,3,1,75.0,8.83,4045.57,-22.78,-50.28,3972.51,3.973,3433.84,3.434,3972.51,3.973,3433.84,3.434
2025-01,US100 H1 ORB,USTEC,regular,9,9,0,3,6,33.33,1.11,349.61,-31.79,0.0,317.82,0.318,-361.55,-0.362,317.82,0.318,-361.55,-0.362
2025-02,US100 H1 ORB,USTEC,regular,7,7,0,5,2,71.43,5.63,4712.78,-30.28,0.0,4682.51,4.683,3941.89,3.942,4682.51,4.683,3941.89,3.942
2025-03,US100 H1 ORB,USTEC,regular,5,5,0,2,3,40.0,0.48,-770.14,-10.21,0.0,-780.35,-0.78,-1050.83,-1.051,-780.35,-0.78,-1050.83,-1.051
2025-04,US100 H1 ORB,USTEC,regular,6,6,0,3,3,50.0,1.1,166.69,-8.9,-48.11,109.67,0.11,-185.13,-0.185,109.67,0.11,-185.13,-0.185
2025-05,US100 H1 ORB,USTEC,regular,7,7,0,2,5,28.57,0.17,-1625.11,-13.3,-63.58,-1701.99,-1.702,-2014.38,-2.014,-1701.99,-1.702,-2014.38,-2.014
2025-06,US100 H1 ORB,USTEC,regular,5,5,0,4,1,80.0,2.16,594.64,-16.57,0.0,578.06,0.578,370.2,0.37,578.06,0.578,370.2,0.37
2025-07,US100 H1 ORB,USTEC,regular,3,3,0,2,1,66.67,1.79,408.75,-10.77,0.0,397.97,0.398,227.61,0.228,397.97,0.398,227.61,0.228
2025-08,US100 H1 ORB,USTEC,regular,3,3,0,3,0,100.0,,1300.74,-9.56,0.0,1291.17,1.291,1132.05,1.132,1291.17,1.291,1132.05,1.132
2025-09,US100 H1 ORB,USTEC,regular,3,3,0,1,2,33.33,0.53,-230.98,-9.84,0.0,-240.82,-0.241,-349.67,-0.35,-240.82,-0.241,-349.67,-0.35
2025-10,US100 H1 ORB,USTEC,regular,5,5,0,3,2,60.0,1.95,724.07,-12.63,0.0,711.45,0.711,440.44,0.44,711.45,0.711,440.44,0.44
2025-11,US100 H1 ORB,USTEC,regular,4,4,0,1,3,25.0,1.29,447.38,-14.31,0.0,433.08,0.433,47.98,0.048,433.08,0.433,47.98,0.048
2025-12,US100 H1 ORB,USTEC,regular,5,5,0,2,3,40.0,0.55,-655.02,-16.86,0.0,-671.89,-0.672,-955.99,-0.956,-671.89,-0.672,-955.99,-0.956
2026-01,US100 H1 ORB,USTEC,regular,11,11,0,6,5,54.55,2.91,4168.91,-36.74,0.0,4132.17,4.132,3175.44,3.175,4132.17,4.132,3175.44,3.175
2026-02,US100 H1 ORB,USTEC,regular,9,9,0,4,5,44.44,2.53,3847.48,-26.9,0.0,3820.59,3.821,2847.87,2.848,3820.59,3.821,2847.87,2.848
2026-03,US100 H1 ORB,USTEC,regular,6,6,0,5,1,83.33,7.27,2265.88,-8.77,0.0,2257.11,2.257,1899.46,1.899,2257.11,2.257,1899.46,1.899
2026-04,US100 H1 ORB,USTEC,regular,6,6,0,3,3,50.0,1.48,579.08,-12.98,0.0,566.1,0.566,211.64,0.212,566.1,0.566,211.64,0.212
2026-05,US100 H1 ORB,USTEC,regular,9,9,0,4,5,44.44,0.71,-518.12,-14.63,0.0,-532.75,-0.533,-937.39,-0.937,-532.75,-0.533,-937.39,-0.937
2026-06,US100 H1 ORB,USTEC,regular,4,4,0,2,2,50.0,1.24,200.96,-3.93,0.0,197.03,0.197,-29.86,-0.03,197.03,0.197,-29.86,-0.03
2026-07,US100 H1 ORB,USTEC,regular,5,5,0,3,2,60.0,1.02,15.92,-5.78,0.0,10.14,0.01,-168.69,-0.169,10.14,0.01,-168.69,-0.169
2026-08,US100 H1 ORB,USTEC,regular,4,4,0,2,2,50.0,1.29,148.66,-7.44,0.0,141.22,0.141,-10.31,-0.01,141.22,0.141,-10.31,-0.01
