case,group,symbol,stage,report,from,to,model,risk_percent,initial_balance,final_balance,net_profit,return_pct,profit_factor,win_rate_pct,max_drawdown_pct,trades,sharpe_ratio,recovery_factor,history_quality,analysed_sharpe,analysed_recovery
combo-h1-asia-fixed-rr400,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\07 DmC\Backtest Reports\Development\dmc-development-combo-h1-asia-fixed-rr400.htm,2023.09.01,2025.08.31,1,1.00,10000.0,14443.27,4443.27,44.43,1.54,36.21,17.08,116,2.04,1.72,98%,1.82,1.89
combo-h1-asia-fixed-rr500,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\07 DmC\Backtest Reports\Development\dmc-development-combo-h1-asia-fixed-rr500.htm,2023.09.01,2025.08.31,1,1.00,10000.0,13204.98,3204.98,32.05,1.44,29.7,17.52,101,1.39,1.32,98%,1.36,1.48
combo-h1-asia-fixed-rr400-dynamic-only,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\07 DmC\Backtest Reports\Development\dmc-development-combo-h1-asia-fixed-rr400-dynamic-only.htm,2023.09.01,2025.08.31,1,1.00,10000.0,14443.27,4443.27,44.43,1.54,36.21,17.08,116,2.04,1.72,98%,1.82,1.89
combo-h1-asia-fixed-rr400-safe,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\07 DmC\Backtest Reports\Development\dmc-development-combo-h1-asia-fixed-rr400-safe.htm,2023.09.01,2025.08.31,1,1.00,10000.0,10499.02,499.02,4.99,1.19,33.33,11.06,39,0.84,0.38,98%,0.44,0.4
combo-h1-asia-signal010-rr400,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\07 DmC\Backtest Reports\Development\dmc-development-combo-h1-asia-signal010-rr400.htm,2023.09.01,2025.08.31,1,1.00,10000.0,11600.56,1600.56,16.01,1.07,30.04,28.92,263,0.9,0.34,98%,0.42,0.39
combo-h1-asia-atr050-rr400,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\07 DmC\Backtest Reports\Development\dmc-development-combo-h1-asia-atr050-rr400.htm,2023.09.01,2025.08.31,1,1.00,10000.0,11199.25,1199.25,11.99,1.05,29.09,20.11,275,1.03,0.44,98%,0.35,0.49
combo-h1-london-fixed-rr400,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\07 DmC\Backtest Reports\Development\dmc-development-combo-h1-london-fixed-rr400.htm,2023.09.01,2025.08.31,1,1.00,10000.0,11080.5,1080.5,10.8,1.19,33.33,10.26,96,0.78,0.95,98%,0.67,1.3
combo-h1-newyork-fixed-rr400,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\07 DmC\Backtest Reports\Development\dmc-development-combo-h1-newyork-fixed-rr400.htm,2023.09.01,2025.08.31,1,1.00,10000.0,12428.03,2428.03,24.28,1.49,39.74,14.08,78,1.65,1.25,98%,1.38,1.42
combo-m30-atr100-rr075,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\07 DmC\Backtest Reports\Development\dmc-development-combo-m30-atr100-rr075.htm,2023.09.01,2025.08.31,1,1.00,10000.0,10531.5,531.5,5.32,1.03,62.93,31.37,553,0.7,0.17,98%,0.32,0.17
combo-m30-signal010-rr075,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\07 DmC\Backtest Reports\Development\dmc-development-combo-m30-signal010-rr075.htm,2023.09.01,2025.08.31,1,1.00,10000.0,8513.52,-1486.48,-14.86,0.92,60.77,34.38,548,-1.93,-0.43,98%,-0.95,-0.44
combo-m30-atr100-rr170,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\07 DmC\Backtest Reports\Development\dmc-development-combo-m30-atr100-rr170.htm,2023.09.01,2025.08.31,1,1.00,10000.0,13033.04,3033.04,30.33,1.11,49.09,33.08,550,2.07,0.92,98%,1.14,0.93
combo-m30-signal010-rr170,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\07 DmC\Backtest Reports\Development\dmc-development-combo-m30-signal010-rr170.htm,2023.09.01,2025.08.31,1,1.00,10000.0,10135.56,135.56,1.36,1.01,47.46,28.14,531,0.09,0.04,98%,0.06,0.04
combo-m30-atr100-rr300,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\07 DmC\Backtest Reports\Development\dmc-development-combo-m30-atr100-rr300.htm,2023.09.01,2025.08.31,1,1.00,10000.0,12072.81,2072.81,20.73,1.06,36.79,24.36,549,0.94,0.7,98%,0.58,0.71
combo-m30-signal010-rr300,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\07 DmC\Backtest Reports\Development\dmc-development-combo-m30-signal010-rr300.htm,2023.09.01,2025.08.31,1,1.00,10000.0,9913.16,-86.84,-0.87,1.0,37.13,38.77,509,-0.04,-0.02,98%,-0.02,-0.02
combo-m30-atr100-rr400,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\07 DmC\Backtest Reports\Development\dmc-development-combo-m30-atr100-rr400.htm,2023.09.01,2025.08.31,1,1.00,10000.0,10440.07,440.07,4.4,1.01,31.32,26.75,546,0.17,0.13,98%,0.11,0.13
combo-m30-signal010-rr400,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\07 DmC\Backtest Reports\Development\dmc-development-combo-m30-signal010-rr400.htm,2023.09.01,2025.08.31,1,1.00,10000.0,7249.57,-2750.43,-27.5,0.92,28.54,43.27,487,-1.08,-0.54,98%,-0.78,-0.55
combo-m30-asia-atr100-rr400,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\07 DmC\Backtest Reports\Development\dmc-development-combo-m30-asia-atr100-rr400.htm,2023.09.01,2025.08.31,1,1.00,10000.0,11878.48,1878.48,18.78,1.08,32.87,20.1,286,1.36,0.65,98%,0.55,0.7
combo-gbpjpy-atr100-rr075,combined-search,GBPJPY,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\07 DmC\Backtest Reports\Development\dmc-development-combo-gbpjpy-atr100-rr075.htm,2023.09.01,2025.08.31,1,1.00,10000.0,9254.7,-745.3,-7.45,0.96,65.44,20.1,518,-1.01,-0.35,100%,-0.45,-0.36
combo-gbpjpy-atr100-rr170,combined-search,GBPJPY,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\07 DmC\Backtest Reports\Development\dmc-development-combo-gbpjpy-atr100-rr170.htm,2023.09.01,2025.08.31,1,1.00,10000.0,11928.28,1928.28,19.28,1.07,52.05,22.4,511,1.2,0.84,100%,0.74,0.87
combo-gbpjpy-atr100-rr300,combined-search,GBPJPY,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\07 DmC\Backtest Reports\Development\dmc-development-combo-gbpjpy-atr100-rr300.htm,2023.09.01,2025.08.31,1,1.00,10000.0,14207.16,4207.16,42.07,1.13,39.44,31.64,502,1.46,1.21,100%,1.16,1.23
combo-gbpjpy-atr100-rr400,combined-search,GBPJPY,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\07 DmC\Backtest Reports\Development\dmc-development-combo-gbpjpy-atr100-rr400.htm,2023.09.01,2025.08.31,1,1.00,10000.0,10256.98,256.98,2.57,1.01,30.86,35.2,486,0.08,0.07,100%,0.07,0.07
combo-gbpjpy-asia-atr100-rr170,combined-search,GBPJPY,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\07 DmC\Backtest Reports\Development\dmc-development-combo-gbpjpy-asia-atr100-rr170.htm,2023.09.01,2025.08.31,1,1.00,10000.0,8625.21,-1374.79,-13.75,0.9,47.73,29.85,308,-1.83,-0.46,100%,-0.84,-0.47
combo-gbpjpy-newyork-atr100-rr170,combined-search,GBPJPY,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\07 DmC\Backtest Reports\Development\dmc-development-combo-gbpjpy-newyork-atr100-rr170.htm,2023.09.01,2025.08.31,1,1.00,10000.0,8410.12,-1589.88,-15.9,0.81,46.75,21.74,169,-2.99,-0.72,100%,-1.24,-0.75
