policy,bot,symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,final_rr,exit_price,result,r_multiple,setup_score,atr,atr_percentile,session_metric,stop_mode,rr_mode,entry_model,opened_at_dt,closed_at_dt,day,tf_rank,rank_score,source,balance_before,risk_amount,pnl,balance_after
fixed_current,ORB,AUDUSD,M15,2026-02,2026-02-27 00:15:00,2026-02-27 00:30:00,BUY,0.7106,0.71013,6.0,0.71013,loss,-1.0,100.0,0.00047,0.0521,1.7641,structure,static,ORB 15m breakout,2026-02-27 00:15:00+00:00,2026-02-27 00:30:00+00:00,2026-02-27,3.0,"(100.0, 6.0, 3.0, -0.7641)",dynamic_exit_fixed_current,2915.06,145.75,-145.75,2769.31
fixed_current,ORB,GBPUSD,M15,2026-02,2026-02-27 00:15:00,2026-02-27 00:30:00,BUY,1.34922,1.34873,3.0,1.34873,loss,-1.0,100.0,0.00049,0.0417,1.1726,structure,static,ORB 15m breakout,2026-02-27 00:15:00+00:00,2026-02-27 00:30:00+00:00,2026-02-27,3.0,"(100.0, 3.0, 3.0, -0.1726000000000001)",dynamic_exit_fixed_current,2769.31,138.47,-138.47,2630.84
fixed_current,ORB,USDCAD,M15,2026-02,2026-02-27 00:15:00,2026-02-27 00:30:00,SELL,1.36741,1.36769,6.0,1.36769,loss,-1.0,100.0,0.000299,0.0521,0.9356,structure,static,ORB 15m breakout,2026-02-27 00:15:00+00:00,2026-02-27 00:30:00+00:00,2026-02-27,3.0,"(100.0, 6.0, 3.0, -0.06440000000000001)",dynamic_exit_fixed_current,2630.84,131.54,-131.54,2499.3
fixed_current,LTA,GBPJPY,M30,2026-02,2026-02-27 05:30:00,2026-02-27 09:30:00,BUY,210.206,209.90899,6.0,210.50301,trail_stop,1.0,95.0,0.180071,0.2812,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure,2026-02-27 05:30:00+00:00,2026-02-27 09:30:00+00:00,2026-02-27,4.0,"(95.0, 6.0, 4.0, 0)",dynamic_exit_fixed_current,2499.3,124.97,124.97,2624.27
fixed_current,LTA,USDCAD,M15,2026-02,2026-02-27 06:15:00,2026-02-27 09:45:00,BUY,1.36678,1.36611,6.0,1.36678,trail_stop,0.5,96.0,0.00032,0.125,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure,2026-02-27 06:15:00+00:00,2026-02-27 09:45:00+00:00,2026-02-27,3.0,"(96.0, 6.0, 3.0, 0)",dynamic_exit_fixed_current,2624.27,131.21,65.61,2689.87
fixed_current,ORB,AUDUSD,M15,2026-03,2026-03-02 00:15:00,2026-03-02 04:15:00,BUY,0.70642,0.70518,6.0,0.71014,trail_stop,2.0,100.0,0.001407,1.0,0.8812,structure,static,ORB 15m breakout,2026-03-02 00:15:00+00:00,2026-03-02 04:15:00+00:00,2026-03-02,3.0,"(100.0, 6.0, 3.0, -0.11880000000000002)",dynamic_exit_fixed_current,2689.87,134.49,268.99,2958.86
fixed_current,ORB,GBPUSD,M15,2026-03,2026-03-02 00:15:00,2026-03-02 05:00:00,BUY,1.34142,1.34002,3.0,1.34282,trail_stop,1.0,100.0,0.001754,1.0,0.7984,structure,static,ORB 15m breakout,2026-03-02 00:15:00+00:00,2026-03-02 05:00:00+00:00,2026-03-02,3.0,"(100.0, 3.0, 3.0, -0.2016)",dynamic_exit_fixed_current,2958.86,147.94,147.94,3106.8
fixed_current,ORB,NZDUSD,M15,2026-03,2026-03-02 00:15:00,2026-03-02 03:15:00,BUY,0.59595,0.59483,3.0,0.59931,win,2.0,100.0,0.00112,1.0,1.0488,structure,static,ORB 15m breakout,2026-03-02 00:15:00+00:00,2026-03-02 03:15:00+00:00,2026-03-02,3.0,"(100.0, 3.0, 3.0, -0.048799999999999955)",dynamic_exit_fixed_current,3106.8,155.34,310.68,3417.48
fixed_current,LTA,GBPJPY,M15,2026-03,2026-03-02 05:45:00,2026-03-02 07:30:00,SELL,210.385,210.55096,6.0,209.88712,trail_stop,2.0,99.0,0.126429,0.1979,,structure,static,Entry Model 1 - Double Wick Confirmation,2026-03-02 05:45:00+00:00,2026-03-02 07:30:00+00:00,2026-03-02,3.0,"(99.0, 6.0, 3.0, 0)",dynamic_exit_fixed_current,3417.48,170.87,341.75,3759.23
fixed_current,ORB,AUDUSD,M15,2026-03,2026-03-03 00:15:00,2026-03-03 00:45:00,SELL,0.70955,0.71024,6.0,0.71024,loss,-1.0,100.0,0.00069,0.5,1.3054,structure,static,ORB 15m breakout,2026-03-03 00:15:00+00:00,2026-03-03 00:45:00+00:00,2026-03-03,3.0,"(100.0, 6.0, 3.0, -0.3053999999999999)",dynamic_exit_fixed_current,3759.23,187.96,-187.96,3571.27
fixed_current,ORB,GBPUSD,M15,2026-03,2026-03-03 00:15:00,2026-03-03 00:45:00,SELL,1.34001,1.34083,3.0,1.34083,loss,-1.0,100.0,0.00082,0.5,1.4967,structure,static,ORB 15m breakout,2026-03-03 00:15:00+00:00,2026-03-03 00:45:00+00:00,2026-03-03,3.0,"(100.0, 3.0, 3.0, -0.4966999999999999)",dynamic_exit_fixed_current,3571.27,178.56,-178.56,3392.71
fixed_current,ORB,NZDUSD,M15,2026-03,2026-03-03 00:15:00,2026-03-03 01:00:00,SELL,0.59396,0.59468,3.0,0.59468,loss,-1.0,100.0,0.00072,0.5,1.697,structure,static,ORB 15m breakout,2026-03-03 00:15:00+00:00,2026-03-03 01:00:00+00:00,2026-03-03,3.0,"(100.0, 3.0, 3.0, -0.6970000000000001)",dynamic_exit_fixed_current,3392.71,169.64,-169.64,3223.07
fixed_current,LTA,AUDUSD,M15,2026-03,2026-03-03 01:45:00,2026-03-03 12:00:00,SELL,0.71003,0.71234,6.0,0.7031,trail_stop,2.0,92.0,0.000718,0.0938,,structure,static,Entry Model 3 - Confirmation of Internal Structure,2026-03-03 01:45:00+00:00,2026-03-03 12:00:00+00:00,2026-03-03,3.0,"(92.0, 6.0, 3.0, 0)",dynamic_exit_fixed_current,3223.07,161.15,322.31,3545.38
fixed_current,LTA,USDCAD,M15,2026-03,2026-03-03 01:45:00,2026-03-03 02:30:00,BUY,1.36685,1.366,6.0,1.366,loss,-1.0,93.0,0.000395,0.0729,,structure,static,Entry Model 1 - Double Wick Confirmation,2026-03-03 01:45:00+00:00,2026-03-03 02:30:00+00:00,2026-03-03,3.0,"(93.0, 6.0, 3.0, 0)",dynamic_exit_fixed_current,3545.38,177.27,-177.27,3368.11
fixed_current,LTA,USDCAD,M15,2026-03,2026-03-03 06:15:00,2026-03-03 08:00:00,SELL,1.3674,1.36839,6.0,1.36839,loss,-1.0,99.0,0.000612,0.3542,,structure,static,Entry Model 1 - Double Wick Confirmation,2026-03-03 06:15:00+00:00,2026-03-03 08:00:00+00:00,2026-03-03,3.0,"(99.0, 6.0, 3.0, 0)",dynamic_exit_fixed_current,3368.11,168.41,-168.41,3199.7
fixed_current,ORB,GBPUSD,M15,2026-03,2026-03-04 00:15:00,2026-03-04 01:45:00,SELL,1.3339,1.33521,3.0,1.33259,trail_stop,1.0,100.0,0.00131,0.0938,1.8986,structure,static,ORB 15m breakout,2026-03-04 00:15:00+00:00,2026-03-04 01:45:00+00:00,2026-03-04,3.0,"(100.0, 3.0, 3.0, -0.8986000000000001)",dynamic_exit_fixed_current,3199.7,159.99,159.99,3359.69
fixed_current,ORB,NZDUSD,M15,2026-03,2026-03-04 00:15:00,2026-03-04 00:30:00,BUY,0.58876,0.58793,3.0,0.58793,loss,-1.0,100.0,0.00083,0.0938,1.9143,structure,static,ORB 15m breakout,2026-03-04 00:15:00+00:00,2026-03-04 00:30:00+00:00,2026-03-04,3.0,"(100.0, 3.0, 3.0, -0.9142999999999999)",dynamic_exit_fixed_current,3359.69,167.98,-167.98,3191.7
fixed_current,ORB,USDCAD,M15,2026-03,2026-03-04 00:15:00,2026-03-04 00:30:00,SELL,1.36747,1.36822,6.0,1.36822,loss,-1.0,100.0,0.00075,0.1354,1.4247,structure,static,ORB 15m breakout,2026-03-04 00:15:00+00:00,2026-03-04 00:30:00+00:00,2026-03-04,3.0,"(100.0, 6.0, 3.0, -0.4247000000000001)",dynamic_exit_fixed_current,3191.7,159.59,-159.59,3032.12
fixed_current,LTA,GBPJPY,M15,2026-03,2026-03-04 03:30:00,2026-03-04 05:00:00,SELL,209.955,210.19082,6.0,209.71918,trail_stop,1.0,100.0,0.192143,0.4375,,structure,static,Entry Model 1 - Double Wick Confirmation,2026-03-04 03:30:00+00:00,2026-03-04 05:00:00+00:00,2026-03-04,3.0,"(100.0, 6.0, 3.0, 0)",dynamic_exit_fixed_current,3032.12,151.61,151.61,3183.73
fixed_current,LTA,GBPJPY,M15,2026-03,2026-03-04 05:00:00,2026-03-04 08:00:00,BUY,209.697,209.45729,6.0,210.17642,trail_stop,1.5,97.0,0.171429,0.3125,,structure,static,Entry Model 3 - Confirmation of Internal Structure,2026-03-04 05:00:00+00:00,2026-03-04 08:00:00+00:00,2026-03-04,3.0,"(97.0, 6.0, 3.0, 0)",dynamic_exit_fixed_current,3183.73,159.19,238.78,3422.5
fixed_current,ORB,GBPUSD,M15,2026-03,2026-03-05 00:15:00,2026-03-05 01:00:00,BUY,1.33705,1.33643,3.0,1.33767,trail_stop,1.0,100.0,0.00062,0.0417,1.539,structure,static,ORB 15m breakout,2026-03-05 00:15:00+00:00,2026-03-05 01:00:00+00:00,2026-03-05,3.0,"(100.0, 3.0, 3.0, -0.5389999999999999)",dynamic_exit_fixed_current,3422.5,171.13,171.13,3593.63
fixed_current,ORB,NZDUSD,M15,2026-03,2026-03-05 00:15:00,2026-03-05 00:45:00,BUY,0.59379,0.5935,3.0,0.59408,trail_stop,1.0,100.0,0.000306,0.0521,0.9486,structure,static,ORB 15m breakout,2026-03-05 00:15:00+00:00,2026-03-05 00:45:00+00:00,2026-03-05,3.0,"(100.0, 3.0, 3.0, -0.0514)",dynamic_exit_fixed_current,3593.63,179.68,179.68,3773.31
fixed_current,ORB,USDCAD,M15,2026-03,2026-03-05 00:15:00,2026-03-05 01:30:00,SELL,1.36405,1.36459,6.0,1.36405,trail_stop,0.5,100.0,0.00054,0.0104,1.0618,structure,static,ORB 15m breakout,2026-03-05 00:15:00+00:00,2026-03-05 01:30:00+00:00,2026-03-05,3.0,"(100.0, 6.0, 3.0, -0.06180000000000008)",dynamic_exit_fixed_current,3773.31,188.67,94.33,3867.64
fixed_current,LTA,AUDUSD,M15,2026-03,2026-03-05 01:45:00,2026-03-05 09:00:00,SELL,0.70645,0.70896,6.0,0.70394,trail_stop,1.0,91.0,0.000606,0.2292,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure,2026-03-05 01:45:00+00:00,2026-03-05 09:00:00+00:00,2026-03-05,3.0,"(91.0, 6.0, 3.0, 0)",dynamic_exit_fixed_current,3867.64,193.38,193.38,4061.03
fixed_current,LTA,USDCAD,M30,2026-03,2026-03-05 04:00:00,2026-03-05 05:30:00,SELL,1.36519,1.36578,6.0,1.36578,loss,-1.0,100.0,0.000842,0.0521,,structure,static,Entry Model 1 - Double Wick Confirmation,2026-03-05 04:00:00+00:00,2026-03-05 05:30:00+00:00,2026-03-05,4.0,"(100.0, 6.0, 4.0, 0)",dynamic_exit_fixed_current,4061.03,203.05,-203.05,3857.98
fixed_current,LTA,GBPJPY,M30,2026-03,2026-03-05 07:00:00,2026-03-05 15:30:00,BUY,209.526,209.14126,6.0,209.91074,trail_stop,1.0,96.0,0.218286,0.1979,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure,2026-03-05 07:00:00+00:00,2026-03-05 15:30:00+00:00,2026-03-05,4.0,"(96.0, 6.0, 4.0, 0)",dynamic_exit_fixed_current,3857.98,192.9,192.9,4050.87
fixed_current,ORB,GBPUSD,M15,2026-03,2026-03-06 00:15:00,2026-03-06 01:15:00,BUY,1.33612,1.33547,3.0,1.33547,loss,-1.0,100.0,0.000799,0.0833,0.8132,structure,static,ORB 15m breakout,2026-03-06 00:15:00+00:00,2026-03-06 01:15:00+00:00,2026-03-06,3.0,"(100.0, 3.0, 3.0, -0.18679999999999997)",dynamic_exit_fixed_current,4050.87,202.54,-202.54,3848.33
fixed_current,ORB,USDCAD,M15,2026-03,2026-03-06 00:15:00,2026-03-06 05:45:00,SELL,1.36626,1.36714,6.0,1.36626,trail_stop,0.5,100.0,0.00088,0.0104,1.9101,structure,static,ORB 15m breakout,2026-03-06 00:15:00+00:00,2026-03-06 05:45:00+00:00,2026-03-06,3.0,"(100.0, 6.0, 3.0, -0.9100999999999999)",dynamic_exit_fixed_current,3848.33,192.42,96.21,3944.54
fixed_current,ORB,USDCHF,M15,2026-03,2026-03-06 00:15:00,2026-03-06 01:15:00,SELL,0.78048,0.78093,3.0,0.78093,loss,-1.0,100.0,0.00045,0.5,1.5366,structure,static,ORB 15m breakout,2026-03-06 00:15:00+00:00,2026-03-06 01:15:00+00:00,2026-03-06,3.0,"(100.0, 3.0, 3.0, -0.5366)",dynamic_exit_fixed_current,3944.54,197.23,-197.23,3747.31
fixed_current,ORB,USDCAD,M15,2026-03,2026-03-08 23:15:00,2026-03-09 00:30:00,BUY,1.35959,1.35872,6.0,1.35959,trail_stop,0.5,100.0,0.001646,0.9688,0.5284,structure,static,ORB 15m breakout,2026-03-08 23:15:00+00:00,2026-03-09 00:30:00+00:00,2026-03-08,3.0,"(100.0, 6.0, 3.0, -0.4716)",dynamic_exit_fixed_current,3747.31,187.37,93.68,3840.99
fixed_current,ORB,GBPUSD,M15,2026-03,2026-03-08 23:15:00,2026-03-09 00:30:00,SELL,1.33103,1.33224,3.0,1.33103,trail_stop,0.5,100.0,0.001782,0.75,0.679,structure,static,ORB 15m breakout,2026-03-08 23:15:00+00:00,2026-03-09 00:30:00+00:00,2026-03-08,3.0,"(100.0, 3.0, 3.0, -0.32099999999999995)",dynamic_exit_fixed_current,3840.99,192.05,96.02,3937.02
fixed_current,ORB,AUDUSD,M15,2026-03,2026-03-08 23:15:00,2026-03-09 00:00:00,SELL,0.69757,0.69849,6.0,0.69757,trail_stop,0.5,100.0,0.001015,0.5104,0.9064,structure,static,ORB 15m breakout,2026-03-08 23:15:00+00:00,2026-03-09 00:00:00+00:00,2026-03-08,3.0,"(100.0, 6.0, 3.0, -0.09360000000000002)",dynamic_exit_fixed_current,3937.02,196.85,98.43,4035.44
fixed_current,LTA,GBPJPY,M30,2026-03,2026-03-09 04:30:00,2026-03-09 07:30:00,SELL,211.058,211.42265,6.0,211.42265,loss,-1.0,94.0,0.244357,0.6771,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure,2026-03-09 04:30:00+00:00,2026-03-09 07:30:00+00:00,2026-03-09,4.0,"(94.0, 6.0, 4.0, 0)",dynamic_exit_fixed_current,4035.44,201.77,-201.77,3833.67
fixed_current,ORB,AUDUSD,M15,2026-03,2026-03-09 23:15:00,2026-03-09 23:30:00,BUY,0.70733,0.70683,6.0,0.70733,trail_stop,0.5,100.0,0.000674,0.0104,0.7423,structure,static,ORB 15m breakout,2026-03-09 23:15:00+00:00,2026-03-09 23:30:00+00:00,2026-03-09,3.0,"(100.0, 6.0, 3.0, -0.25770000000000004)",dynamic_exit_fixed_current,3833.67,191.68,95.84,3929.51
fixed_current,ORB,GBPUSD,M15,2026-03,2026-03-09 23:15:00,2026-03-09 23:30:00,BUY,1.34347,1.34256,3.0,1.34256,loss,-1.0,100.0,0.001034,0.5,0.8798,structure,static,ORB 15m breakout,2026-03-09 23:15:00+00:00,2026-03-09 23:30:00+00:00,2026-03-09,3.0,"(100.0, 3.0, 3.0, -0.12019999999999997)",dynamic_exit_fixed_current,3929.51,196.48,-196.48,3733.04
fixed_current,ORB,NZDUSD,M15,2026-03,2026-03-09 23:15:00,2026-03-09 23:30:00,BUY,0.59318,0.59269,3.0,0.59269,loss,-1.0,100.0,0.000535,0.5,0.9159,structure,static,ORB 15m breakout,2026-03-09 23:15:00+00:00,2026-03-09 23:30:00+00:00,2026-03-09,3.0,"(100.0, 3.0, 3.0, -0.08409999999999995)",dynamic_exit_fixed_current,3733.04,186.65,-186.65,3546.39
fixed_current,ORB,GBPUSD,M15,2026-03,2026-03-10 23:15:00,2026-03-11 00:00:00,BUY,1.34175,1.34125,3.0,1.34325,win,3.0,100.0,0.000514,0.5,0.9736,structure,static,ORB 15m breakout,2026-03-10 23:15:00+00:00,2026-03-11 00:00:00+00:00,2026-03-10,3.0,"(100.0, 3.0, 3.0, -0.02639999999999998)",dynamic_exit_fixed_current,3546.39,177.32,531.96,4078.34
fixed_current,ORB,NZDUSD,M15,2026-03,2026-03-10 23:15:00,2026-03-11 00:00:00,BUY,0.59236,0.59211,3.0,0.59211,loss,-1.0,100.0,0.000413,0.5,0.6055,structure,static,ORB 15m breakout,2026-03-10 23:15:00+00:00,2026-03-11 00:00:00+00:00,2026-03-10,3.0,"(100.0, 3.0, 3.0, -0.39449999999999996)",dynamic_exit_fixed_current,4078.34,203.92,-203.92,3874.43
fixed_current,ORB,USDCHF,M15,2026-03,2026-03-10 23:15:00,2026-03-11 00:00:00,SELL,0.77849,0.77872,3.0,0.77872,loss,-1.0,100.0,0.000332,0.5,0.6925,structure,static,ORB 15m breakout,2026-03-10 23:15:00+00:00,2026-03-11 00:00:00+00:00,2026-03-10,3.0,"(100.0, 3.0, 3.0, -0.3075)",dynamic_exit_fixed_current,3874.43,193.72,-193.72,3680.71
fixed_current,LTA,AUDUSD,M30,2026-03,2026-03-11 00:00:00,2026-03-11 07:30:00,BUY,0.71334,0.71109,6.0,0.71559,trail_stop,1.0,92.0,0.001001,0.0208,,structure,static,Entry Model 2 - Internal Swing Confirmation,2026-03-11 00:00:00+00:00,2026-03-11 07:30:00+00:00,2026-03-11,4.0,"(92.0, 6.0, 4.0, 0)",dynamic_exit_fixed_current,3680.71,184.04,184.04,3864.74
fixed_current,ORB,USDCAD,M15,2026-03,2026-03-11 00:00:00,2026-03-11 02:45:00,SELL,1.35812,1.35846,6.0,1.35608,win,3.5,100.0,0.000434,0.0104,0.7829,structure,static,ORB 15m breakout,2026-03-11 00:00:00+00:00,2026-03-11 02:45:00+00:00,2026-03-11,3.0,"(100.0, 6.0, 3.0, -0.21709999999999996)",dynamic_exit_fixed_current,3864.74,193.24,676.33,4541.07
fixed_current,ORB,GBPUSD,M15,2026-03,2026-03-11 23:15:00,2026-03-12 00:00:00,SELL,1.33873,1.33934,3.0,1.3369,win,2.0,100.0,0.00061,0.1146,1.3664,structure,static,ORB 15m breakout,2026-03-11 23:15:00+00:00,2026-03-12 00:00:00+00:00,2026-03-11,3.0,"(100.0, 3.0, 3.0, -0.36640000000000006)",dynamic_exit_fixed_current,4541.07,227.05,454.11,4995.18
fixed_current,ORB,USDCHF,M15,2026-03,2026-03-11 23:15:00,2026-03-12 01:15:00,BUY,0.78152,0.78083,3.0,0.78083,loss,-1.0,100.0,0.00069,0.4375,1.8904,structure,static,ORB 15m breakout,2026-03-11 23:15:00+00:00,2026-03-12 01:15:00+00:00,2026-03-11,3.0,"(100.0, 3.0, 3.0, -0.8904000000000001)",dynamic_exit_fixed_current,4995.18,249.76,-249.76,4745.42
fixed_current,LTA,USDCAD,M30,2026-03,2026-03-12 01:30:00,2026-03-12 04:00:00,BUY,1.35816,1.35769,6.0,1.35863,trail_stop,1.0,90.0,0.00063,0.1562,,structure,static,Entry Model 2 - Internal Swing Confirmation,2026-03-12 01:30:00+00:00,2026-03-12 04:00:00+00:00,2026-03-12,4.0,"(90.0, 6.0, 4.0, 0)",dynamic_exit_fixed_current,4745.42,237.27,237.27,4982.69
fixed_current,LTA,AUDUSD,M15,2026-03,2026-03-12 01:45:00,2026-03-12 06:30:00,SELL,0.71502,0.71615,6.0,0.71276,trail_stop,1.5,92.0,0.000759,0.3438,,structure,static,Entry Model 1 - Double Wick Confirmation,2026-03-12 01:45:00+00:00,2026-03-12 06:30:00+00:00,2026-03-12,3.0,"(92.0, 6.0, 3.0, 0)",dynamic_exit_fixed_current,4982.69,249.13,373.7,5356.39
fixed_current,ORB,NZDUSD,M15,2026-03,2026-03-12 23:15:00,2026-03-12 23:30:00,SELL,0.58499,0.58516,3.0,0.58499,trail_stop,0.5,100.0,0.000254,0.0104,0.6704,structure,static,ORB 15m breakout,2026-03-12 23:15:00+00:00,2026-03-12 23:30:00+00:00,2026-03-12,3.0,"(100.0, 3.0, 3.0, -0.3296)",dynamic_exit_fixed_current,5356.39,267.82,133.91,5490.3
fixed_current,ORB,GBPUSD,M15,2026-03,2026-03-12 23:15:00,2026-03-12 23:30:00,SELL,1.33473,1.33508,3.0,1.33508,loss,-1.0,100.0,0.000508,0.0208,0.6892,structure,static,ORB 15m breakout,2026-03-12 23:15:00+00:00,2026-03-12 23:30:00+00:00,2026-03-12,3.0,"(100.0, 3.0, 3.0, -0.31079999999999997)",dynamic_exit_fixed_current,5490.3,274.52,-274.52,5215.79
fixed_current,ORB,AUDUSD,M15,2026-03,2026-03-12 23:15:00,2026-03-12 23:45:00,SELL,0.7077,0.70797,6.0,0.7077,trail_stop,0.5,100.0,0.000286,0.0104,0.9426,structure,static,ORB 15m breakout,2026-03-12 23:15:00+00:00,2026-03-12 23:45:00+00:00,2026-03-12,3.0,"(100.0, 6.0, 3.0, -0.05740000000000001)",dynamic_exit_fixed_current,5215.79,260.79,130.39,5346.18
fixed_current,ORB,NZDUSD,M15,2026-03,2026-03-15 23:15:00,2026-03-15 23:30:00,SELL,0.57882,0.57929,3.0,0.57929,loss,-1.0,100.0,0.000573,0.5833,0.8204,structure,static,ORB 15m breakout,2026-03-15 23:15:00+00:00,2026-03-15 23:30:00+00:00,2026-03-15,3.0,"(100.0, 3.0, 3.0, -0.17959999999999998)",dynamic_exit_fixed_current,5346.18,267.31,-267.31,5078.87
fixed_current,ORB,USDCHF,M15,2026-03,2026-03-15 23:15:00,2026-03-15 23:45:00,BUY,0.79037,0.78999,3.0,0.78999,loss,-1.0,100.0,0.000706,0.75,0.5385,structure,static,ORB 15m breakout,2026-03-15 23:15:00+00:00,2026-03-15 23:45:00+00:00,2026-03-15,3.0,"(100.0, 3.0, 3.0, -0.4615)",dynamic_exit_fixed_current,5078.87,253.94,-253.94,4824.93
fixed_current,ORB,GBPUSD,M15,2026-03,2026-03-15 23:30:00,2026-03-16 01:15:00,BUY,1.32436,1.32341,3.0,1.32531,trail_stop,1.0,100.0,0.000979,0.5625,0.9701,structure,static,ORB 15m breakout,2026-03-15 23:30:00+00:00,2026-03-16 01:15:00+00:00,2026-03-15,3.0,"(100.0, 3.0, 3.0, -0.029900000000000038)",dynamic_exit_fixed_current,4824.93,241.25,241.25,5066.18
fixed_current,ORB,AUDUSD,M15,2026-03,2026-03-16 23:15:00,2026-03-16 23:30:00,SELL,0.70628,0.70664,6.0,0.70664,loss,-1.0,100.0,0.00036,0.5,1.12,structure,static,ORB 15m breakout,2026-03-16 23:15:00+00:00,2026-03-16 23:30:00+00:00,2026-03-16,3.0,"(100.0, 6.0, 3.0, -0.1200000000000001)",dynamic_exit_fixed_current,5066.18,253.31,-253.31,4812.87
fixed_current,ORB,GBPUSD,M15,2026-03,2026-03-16 23:15:00,2026-03-16 23:45:00,SELL,1.3309,1.33143,3.0,1.33143,loss,-1.0,100.0,0.00053,0.5,1.2749,structure,static,ORB 15m breakout,2026-03-16 23:15:00+00:00,2026-03-16 23:45:00+00:00,2026-03-16,3.0,"(100.0, 3.0, 3.0, -0.2748999999999999)",dynamic_exit_fixed_current,4812.87,240.64,-240.64,4572.22
fixed_current,ORB,NZDUSD,M15,2026-03,2026-03-16 23:15:00,2026-03-16 23:30:00,SELL,0.58491,0.58519,3.0,0.58519,loss,-1.0,100.0,0.00028,0.5,1.0103,structure,static,ORB 15m breakout,2026-03-16 23:15:00+00:00,2026-03-16 23:30:00+00:00,2026-03-16,3.0,"(100.0, 3.0, 3.0, -0.010299999999999976)",dynamic_exit_fixed_current,4572.22,228.61,-228.61,4343.61
fixed_current,ORB,USDCHF,M15,2026-03,2026-03-17 00:00:00,2026-03-17 00:45:00,BUY,0.78823,0.78796,3.0,0.78823,trail_stop,0.5,100.0,0.00027,0.0312,1.1739,structure,static,ORB 15m breakout,2026-03-17 00:00:00+00:00,2026-03-17 00:45:00+00:00,2026-03-17,3.0,"(100.0, 3.0, 3.0, -0.17389999999999994)",dynamic_exit_fixed_current,4343.61,217.18,108.59,4452.2
fixed_current,LTA,USDCAD,M15,2026-03,2026-03-17 01:45:00,2026-03-17 05:45:00,SELL,1.36822,1.36905,6.0,1.36905,loss,-1.0,92.0,0.000356,0.1875,,structure,static,Entry Model 1 - Double Wick Confirmation,2026-03-17 01:45:00+00:00,2026-03-17 05:45:00+00:00,2026-03-17,3.0,"(92.0, 6.0, 3.0, 0)",dynamic_exit_fixed_current,4452.2,222.61,-222.61,4229.59
fixed_current,ORB,AUDUSD,M15,2026-03,2026-03-17 23:15:00,2026-03-17 23:45:00,SELL,0.71047,0.71087,6.0,0.71087,loss,-1.0,100.0,0.0004,0.0417,1.4396,structure,static,ORB 15m breakout,2026-03-17 23:15:00+00:00,2026-03-17 23:45:00+00:00,2026-03-17,3.0,"(100.0, 6.0, 3.0, -0.4396)",dynamic_exit_fixed_current,4229.59,211.48,-211.48,4018.11
fixed_current,ORB,NZDUSD,M15,2026-03,2026-03-17 23:15:00,2026-03-17 23:30:00,SELL,0.58545,0.58581,3.0,0.58581,loss,-1.0,100.0,0.00036,0.1562,1.2537,structure,static,ORB 15m breakout,2026-03-17 23:15:00+00:00,2026-03-17 23:30:00+00:00,2026-03-17,3.0,"(100.0, 3.0, 3.0, -0.25370000000000004)",dynamic_exit_fixed_current,4018.11,200.91,-200.91,3817.21
fixed_current,LTA,USDCAD,M30,2026-03,2026-03-18 01:30:00,2026-03-18 08:00:00,BUY,1.36922,1.36861,6.0,1.37044,trail_stop,1.5,92.0,0.000421,0.0104,,structure,static,Entry Model 1 - Double Wick Confirmation,2026-03-18 01:30:00+00:00,2026-03-18 08:00:00+00:00,2026-03-18,4.0,"(92.0, 6.0, 4.0, 0)",dynamic_exit_fixed_current,3817.21,190.86,286.29,4103.5
fixed_current,ORB,AUDUSD,M15,2026-03,2026-03-18 23:15:00,2026-03-19 00:30:00,BUY,0.70256,0.70216,6.0,0.70336,trail_stop,1.5,100.0,0.000546,0.1667,0.732,structure,static,ORB 15m breakout,2026-03-18 23:15:00+00:00,2026-03-19 00:30:00+00:00,2026-03-18,3.0,"(100.0, 6.0, 3.0, -0.268)",dynamic_exit_fixed_current,4103.5,205.17,307.76,4411.26
fixed_current,ORB,GBPUSD,M15,2026-03,2026-03-18 23:15:00,2026-03-19 00:45:00,BUY,1.32623,1.32566,3.0,1.32794,win,2.0,100.0,0.000766,0.375,0.7444,structure,static,ORB 15m breakout,2026-03-18 23:15:00+00:00,2026-03-19 00:45:00+00:00,2026-03-18,3.0,"(100.0, 3.0, 3.0, -0.25560000000000005)",dynamic_exit_fixed_current,4411.26,220.56,441.13,4852.39
fixed_current,ORB,USDCHF,M15,2026-03,2026-03-18 23:15:00,2026-03-19 01:15:00,SELL,0.79261,0.79293,3.0,0.79165,win,2.0,100.0,0.000369,0.3854,0.8682,structure,static,ORB 15m breakout,2026-03-18 23:15:00+00:00,2026-03-19 01:15:00+00:00,2026-03-18,3.0,"(100.0, 3.0, 3.0, -0.13180000000000003)",dynamic_exit_fixed_current,4852.39,242.62,485.24,5337.62
