case,group,symbol,stage,report,from,to,model,risk_percent,initial_balance,final_balance,net_profit,return_pct,profit_factor,win_rate_pct,max_drawdown_pct,trades,sharpe_ratio,recovery_factor,history_quality,analysed_sharpe,analysed_recovery
safe-off,safe-filter,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-safe-off.htm,2023.09.01,2025.08.31,1,1.00,10000.0,12540.21,2540.21,25.4,1.06,44.43,25.58,691,0.98,0.92,98%,0.74,0.98
safe-on,safe-filter,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-safe-on.htm,2023.09.01,2025.08.31,1,1.00,10000.0,11696.0,1696.0,16.96,1.11,44.98,12.0,269,1.74,1.39,98%,0.81,1.53
market-xau-structure,market,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-market-xau-structure.htm,2023.09.01,2025.08.31,1,1.00,10000.0,12540.21,2540.21,25.4,1.06,44.43,25.58,691,0.98,0.92,98%,0.74,0.98
market-xau-atr150,market,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-market-xau-atr150.htm,2023.09.01,2025.08.31,1,1.00,10000.0,14198.59,4198.59,41.99,1.09,43.54,22.59,790,1.66,1.8,98%,1.05,1.87
market-xag-structure,market,XAGUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-market-xag-structure.htm,2023.09.01,2025.08.31,1,1.00,10000.0,915.13,-9084.87,-90.85,0.52,31.48,90.95,721,-5.0,-1.0,98%,-7.14,-1.0
market-xag-atr150,market,XAGUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-market-xag-atr150.htm,2023.09.01,2025.08.31,1,1.00,10000.0,249.44,-9750.56,-97.51,0.35,24.86,97.52,728,-5.0,-1.0,98%,-9.8,-1.0
market-us30-structure,market,US30,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-market-us30-structure.htm,2023.09.01,2025.08.31,1,1.00,10000.0,4747.44,-5252.56,-52.53,0.8,40.34,58.97,595,-3.05,-0.85,98%,-2.4,-0.85
market-us30-atr150,market,US30,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-market-us30-atr150.htm,2023.09.01,2025.08.31,1,1.00,10000.0,2907.42,-7092.58,-70.93,0.71,37.37,74.67,685,-5.0,-0.94,98%,-3.93,-0.94
market-us100-structure,market,USTEC,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-market-us100-structure.htm,2023.09.01,2025.08.31,1,1.00,10000.0,6926.28,-3073.72,-30.74,0.87,43.54,47.44,604,-1.52,-0.64,98%,-1.52,-0.66
market-us100-atr150,market,USTEC,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-market-us100-atr150.htm,2023.09.01,2025.08.31,1,1.00,10000.0,7374.56,-2625.44,-26.25,0.91,43.53,45.1,703,-1.37,-0.57,98%,-1.12,-0.57
market-btc-structure,market,BTCUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-market-btc-structure.htm,2023.09.01,2025.08.31,1,1.00,10000.0,11210.9,1210.9,12.11,1.02,43.79,23.91,877,0.33,0.34,100%,0.27,0.35
market-btc-atr150,market,BTCUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-market-btc-atr150.htm,2023.09.01,2025.08.31,1,1.00,10000.0,11717.01,1717.01,17.17,1.02,43.48,27.51,1035,0.53,0.39,100%,0.36,0.4
market-gbpjpy-structure,market,GBPJPY,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-market-gbpjpy-structure.htm,2023.09.01,2025.08.31,1,1.00,10000.0,3096.68,-6903.32,-69.03,0.74,37.74,69.41,718,-4.86,-0.99,100%,-3.72,-1.0
market-gbpjpy-atr150,market,GBPJPY,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-market-gbpjpy-atr150.htm,2023.09.01,2025.08.31,1,1.00,10000.0,1070.18,-8929.82,-89.3,0.56,33.91,89.57,870,-5.0,-0.99,100%,-7.0,-1.0
combo-atr100-rr075,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-atr100-rr075.htm,2023.09.01,2025.08.31,1,1.00,10000.0,6037.02,-3962.98,-39.63,0.88,59.07,57.33,1158,-4.62,-0.63,98%,-2.02,-0.67
combo-atr150-rr075,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-atr150-rr075.htm,2023.09.01,2025.08.31,1,1.00,10000.0,10364.48,364.48,3.64,1.01,63.2,28.57,970,0.3,0.12,98%,0.17,0.13
combo-atr100-rr100,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-atr100-rr100.htm,2023.09.01,2025.08.31,1,1.00,10000.0,6962.58,-3037.42,-30.37,0.92,53.96,57.73,1110,-2.81,-0.47,98%,-1.36,-0.48
combo-atr150-rr100,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-atr150-rr100.htm,2023.09.01,2025.08.31,1,1.00,10000.0,10704.64,704.64,7.05,1.02,57.66,24.63,914,0.48,0.28,98%,0.28,0.29
combo-atr100-rr125,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-atr100-rr125.htm,2023.09.01,2025.08.31,1,1.00,10000.0,6715.8,-3284.2,-32.84,0.91,49.4,54.71,1075,-2.72,-0.57,98%,-1.45,-0.57
combo-atr150-rr125,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-atr150-rr125.htm,2023.09.01,2025.08.31,1,1.00,10000.0,9413.53,-586.47,-5.86,0.98,52.77,29.89,883,-0.37,-0.19,98%,-0.23,-0.2
combo-atr100-rr150,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-atr100-rr150.htm,2023.09.01,2025.08.31,1,1.00,10000.0,6533.35,-3466.65,-34.67,0.91,45.76,54.19,1049,-2.59,-0.61,98%,-1.38,-0.61
combo-atr150-rr150,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-atr150-rr150.htm,2023.09.01,2025.08.31,1,1.00,10000.0,10512.34,512.34,5.12,1.01,49.17,25.62,846,0.28,0.19,98%,0.17,0.19
combo-atr100-rr175,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-atr100-rr175.htm,2023.09.01,2025.08.31,1,1.00,10000.0,6490.02,-3509.98,-35.1,0.91,42.98,56.09,1026,-2.39,-0.59,98%,-1.37,-0.59
combo-atr150-rr175,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-atr150-rr175.htm,2023.09.01,2025.08.31,1,1.00,10000.0,10737.94,737.94,7.38,1.02,45.96,27.14,816,0.36,0.26,98%,0.24,0.27
combo-atr100-rr200,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-atr100-rr200.htm,2023.09.01,2025.08.31,1,1.00,10000.0,7328.25,-2671.75,-26.72,0.94,40.2,50.96,1005,-1.56,-0.51,98%,-0.94,-0.52
combo-atr150-rr200,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-atr150-rr200.htm,2023.09.01,2025.08.31,1,1.00,10000.0,14198.59,4198.59,41.99,1.09,43.54,22.59,790,1.66,1.8,98%,1.05,1.87
combo-atr100-rr250,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-atr100-rr250.htm,2023.09.01,2025.08.31,1,1.00,10000.0,8293.31,-1706.69,-17.07,0.96,36.59,45.23,962,-0.83,-0.37,98%,-0.51,-0.38
combo-atr150-rr250,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-atr150-rr250.htm,2023.09.01,2025.08.31,1,1.00,10000.0,13753.32,3753.32,37.53,1.08,39.15,31.32,751,1.28,1.16,98%,0.92,1.17
combo-atr100-rr300,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-atr100-rr300.htm,2023.09.01,2025.08.31,1,1.00,10000.0,9673.82,-326.18,-3.26,0.99,32.79,47.19,921,-0.13,-0.07,98%,-0.09,-0.07
combo-atr150-rr300,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-atr150-rr300.htm,2023.09.01,2025.08.31,1,1.00,10000.0,12718.5,2718.5,27.18,1.06,35.38,34.33,732,0.87,0.76,98%,0.66,0.76
combo-asia-rr100,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-asia-rr100.htm,2023.09.01,2025.08.31,1,1.00,10000.0,9322.44,-677.56,-6.78,0.95,57.55,16.26,318,-1.31,-0.42,98%,-0.48,-0.43
combo-asia-rr150,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-asia-rr150.htm,2023.09.01,2025.08.31,1,1.00,10000.0,10705.94,705.94,7.06,1.05,50.51,16.79,297,1.0,0.41,98%,0.39,0.43
combo-asia-rr200,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-asia-rr200.htm,2023.09.01,2025.08.31,1,1.00,10000.0,11012.92,1012.92,10.13,1.06,45.3,19.83,287,1.14,0.46,98%,0.48,0.5
combo-asia-rr250,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-asia-rr250.htm,2023.09.01,2025.08.31,1,1.00,10000.0,10739.23,739.23,7.39,1.04,40.5,17.58,279,0.74,0.37,98%,0.31,0.41
combo-london-rr100,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-london-rr100.htm,2023.09.01,2025.08.31,1,1.00,10000.0,9026.55,-973.45,-9.73,0.89,54.5,15.02,211,-3.08,-0.64,98%,-0.8,-0.68
combo-london-rr150,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-london-rr150.htm,2023.09.01,2025.08.31,1,1.00,10000.0,10495.26,495.26,4.95,1.05,50.73,14.1,205,1.05,0.32,98%,0.32,0.36
combo-london-rr200,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-london-rr200.htm,2023.09.01,2025.08.31,1,1.00,10000.0,10483.99,483.99,4.84,1.04,43.5,18.74,200,0.82,0.24,98%,0.27,0.27
combo-london-rr250,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-london-rr250.htm,2023.09.01,2025.08.31,1,1.00,10000.0,10841.88,841.88,8.42,1.07,40.21,17.31,194,1.16,0.43,98%,0.43,0.47
combo-newyork-rr100,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-newyork-rr100.htm,2023.09.01,2025.08.31,1,1.00,10000.0,12140.34,2140.34,21.4,1.21,64.31,13.25,269,3.11,1.51,98%,1.48,1.58
combo-newyork-rr150,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-newyork-rr150.htm,2023.09.01,2025.08.31,1,1.00,10000.0,13572.51,3572.51,35.73,1.3,57.69,18.25,260,3.64,1.81,98%,1.91,1.94
combo-newyork-rr200,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-newyork-rr200.htm,2023.09.01,2025.08.31,1,1.00,10000.0,13382.77,3382.77,33.83,1.23,47.01,20.25,251,2.71,1.52,98%,1.49,1.67
combo-newyork-rr250,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-newyork-rr250.htm,2023.09.01,2025.08.31,1,1.00,10000.0,12051.87,2051.87,20.52,1.14,40.98,23.73,244,1.52,0.79,98%,0.91,0.86
combo-overlap-rr100,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-overlap-rr100.htm,2023.09.01,2025.08.31,1,1.00,10000.0,10307.4,307.4,3.07,1.08,63.3,8.43,109,1.04,0.36,98%,0.37,0.39
combo-overlap-rr150,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-overlap-rr150.htm,2023.09.01,2025.08.31,1,1.00,10000.0,11487.71,1487.71,14.88,1.31,56.07,7.85,107,3.39,1.89,98%,1.3,2.04
combo-overlap-rr200,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-overlap-rr200.htm,2023.09.01,2025.08.31,1,1.00,10000.0,11833.74,1833.74,18.34,1.32,48.57,8.28,105,3.23,1.72,98%,1.3,2.1
combo-overlap-rr250,combined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-overlap-rr250.htm,2023.09.01,2025.08.31,1,1.00,10000.0,11801.76,1801.76,18.02,1.29,43.81,9.31,105,2.69,1.49,98%,1.14,1.76
combo-imp150-structure-rr150,refined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-imp150-structure-rr150.htm,2023.09.01,2025.08.31,1,1.00,10000.0,13460.31,3460.31,34.6,1.08,51.88,21.27,879,1.3,1.55,98%,1.07,1.6
combo-imp150-atr300-rr150,refined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-imp150-atr300-rr150.htm,2023.09.01,2025.08.31,1,1.00,10000.0,13467.82,3467.82,34.68,1.1,52.79,15.51,682,1.3,1.99,98%,1.16,2.19
combo-m30-structure-rr150,refined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-m30-structure-rr150.htm,2023.09.01,2025.08.31,1,1.00,10000.0,11613.97,1613.97,16.14,1.08,52.5,17.59,400,1.21,0.82,98%,0.72,0.85
combo-imp150-structure-rr200,refined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-imp150-structure-rr200.htm,2023.09.01,2025.08.31,1,1.00,10000.0,18732.75,8732.75,87.33,1.17,46.25,12.01,787,2.31,3.6,98%,1.91,3.72
combo-imp150-atr300-rr200,refined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-imp150-atr300-rr200.htm,2023.09.01,2025.08.31,1,1.00,10000.0,21049.15,11049.15,110.49,1.25,48.67,11.61,600,2.8,4.15,98%,2.39,4.67
combo-m30-structure-rr200,refined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-m30-structure-rr200.htm,2023.09.01,2025.08.31,1,1.00,10000.0,14068.15,4068.15,40.68,1.19,48.48,14.21,363,2.31,2.42,98%,1.46,2.7
combo-imp150-structure-rr250,refined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-imp150-structure-rr250.htm,2023.09.01,2025.08.31,1,1.00,10000.0,20915.41,10915.41,109.15,1.2,41.33,11.87,709,2.42,3.97,98%,2.04,4.07
combo-imp150-atr300-rr250,refined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-imp150-atr300-rr250.htm,2023.09.01,2025.08.31,1,1.00,10000.0,22401.91,12401.91,124.02,1.28,44.53,12.57,548,2.78,4.07,98%,2.44,4.43
combo-m30-structure-rr250,refined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-m30-structure-rr250.htm,2023.09.01,2025.08.31,1,1.00,10000.0,14850.69,4850.69,48.51,1.2,42.22,17.56,334,2.34,2.22,98%,1.48,2.33
combo-imp150-structure-rr300,refined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-imp150-structure-rr300.htm,2023.09.01,2025.08.31,1,1.00,10000.0,18234.71,8234.71,82.35,1.16,38.36,16.56,657,1.79,2.34,98%,1.61,2.38
combo-imp150-atr300-rr300,refined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-imp150-atr300-rr300.htm,2023.09.01,2025.08.31,1,1.00,10000.0,20515.5,10515.5,105.16,1.24,40.47,16.37,509,2.26,2.77,98%,1.98,3.2
combo-m30-structure-rr300,refined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-m30-structure-rr300.htm,2023.09.01,2025.08.31,1,1.00,10000.0,15218.74,5218.74,52.19,1.24,40.97,14.83,310,2.19,2.87,98%,1.57,3.07
combo-imp150-structure-rr400,refined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-imp150-structure-rr400.htm,2023.09.01,2025.08.31,1,1.00,10000.0,26971.06,16971.06,169.71,1.28,34.12,16.79,554,2.59,3.24,98%,2.19,3.3
combo-imp150-atr300-rr400,refined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-imp150-atr300-rr400.htm,2023.09.01,2025.08.31,1,1.00,10000.0,21329.34,11329.34,113.29,1.3,35.61,21.89,410,2.07,1.98,98%,2.03,2.14
combo-m30-structure-rr400,refined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-m30-structure-rr400.htm,2023.09.01,2025.08.31,1,1.00,10000.0,18758.65,8758.65,87.59,1.4,37.22,17.87,266,2.61,3.87,98%,2.15,4.13
combo-imp150-structure-rr500,refined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-imp150-structure-rr500.htm,2023.09.01,2025.08.31,1,1.00,10000.0,40707.43,30707.43,307.07,1.43,30.99,16.53,513,3.17,4.01,98%,2.65,4.13
combo-imp150-atr300-rr500,refined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-imp150-atr300-rr500.htm,2023.09.01,2025.08.31,1,1.00,10000.0,24559.28,14559.28,145.59,1.38,33.15,24.66,365,2.25,1.91,98%,2.14,2.1
combo-m30-structure-rr500,refined-search,XAUUSD,Development,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Active Portfolio Full Pipeline 2026-09-05\09 XAU Weakness\Backtest Reports\Development\xau-weakness-development-combo-m30-structure-rr500.htm,2023.09.01,2025.08.31,1,1.00,10000.0,20250.59,10250.59,102.51,1.46,35.06,18.45,251,2.48,4.21,98%,2.2,4.81
